OrderDetailID,OrderID,ProductID,Quantity,UnitPrice
219,111,22,3,3246.18
220,112,265,3,3261.84
221,112,22,3,3227.05
222,112,391,5,4438.94
223,113,427,2,4548.31
224,113,451,5,1754.19
225,114,50,1,3861.05
226,115,296,5,935.0
227,116,228,1,189.44
228,116,253,2,1168.91
229,116,422,3,5821.12
230,117,8,2,1009.38
231,117,326,2,1104.78
232,118,265,2,3015.22
233,118,427,3,4851.57
234,118,94,1,3576.11
235,119,50,1,3678.19
236,120,249,1,5991.93
237,120,403,2,3778.58
238,120,92,1,2150.03
239,120,407,1,4739.96
240,121,8,3,982.62
241,122,407,1,4901.86
242,122,191,2,5365.43
243,123,396,1,1879.3
244,123,52,2,729.62
245,124,441,1,4057.77
246,124,442,1,6140.8
247,124,145,1,443.16
248,125,119,1,4609.37
249,126,65,3,5581.18
250,126,19,1,3334.19
251,127,130,1,3457.29
252,127,70,1,2572.62
253,128,148,1,1359.93
254,128,398,5,5787.93
255,129,50,3,3839.67
256,129,468,3,3419.63
257,129,349,1,4323.2
258,130,296,1,946.09
259,130,341,3,3428.57
260,130,192,1,5723.34
261,131,296,1,939.63
262,131,467,1,2581.57
263,132,208,2,2213.66
264,132,142,3,2517.97
265,133,427,3,4885.31
266,133,94,1,3686.65
267,133,227,1,6231.79
268,134,433,1,2868.39
269,135,422,1,6056.58
270,136,496,2,1542.47
271,136,489,5,3450.89
272,136,391,1,4459.22
273,137,65,1,5422.05
274,137,499,3,2440.93
275,137,12,1,5843.3
276,138,68,1,1345.08
277,139,390,1,2656.5
278,139,391,3,4562.78
279,140,258,3,1655.85
280,140,44,1,6242.5
281,141,319,1,240.33
282,142,123,2,3055.57
283,142,4,2,3608.62
284,143,398,3,5719.55
285,144,52,5,684.59
286,145,298,2,5851.0
287,146,404,2,1582.81
288,147,273,2,5301.76
289,148,149,1,1654.37
290,148,295,2,1587.1
291,149,33,1,2886.85
292,149,108,2,3865.74
293,150,204,2,3704.53
294,151,185,3,3895.91
295,151,175,1,4304.2
296,152,433,1,2873.66
297,152,437,1,1075.88
298,153,398,1,5639.53
299,154,296,1,989.93
300,155,258,1,1667.19
301,155,355,3,6174.62
302,156,52,2,707.61
303,157,240,2,2809.44
304,157,433,1,3091.32
305,157,107,1,4904.18
306,157,149,1,1581.1
307,158,284,1,5109.54
308,159,163,2,1375.86
309,160,58,1,2261.76
310,160,86,1,1821.74
311,161,352,1,337.12
312,161,195,1,2119.59
313,161,52,3,727.59
314,162,72,1,2917.97
315,163,68,3,1329.51
316,163,45,1,2477.68
317,163,471,1,3987.03
318,164,50,2,3842.37
319,164,109,1,1922.18
320,165,65,1,5549.64
321,165,427,1,4979.15
322,165,342,2,4607.6
323,166,65,1,5584.73
324,166,115,3,2758.45
325,166,447,1,4320.43
326,167,108,1,3782.85
327,168,353,1,331.22
328,168,53,2,2084.39
329,169,89,2,4025.0
330,169,237,1,5006.03
331,169,181,2,4055.04
332,170,358,1,5624.72
333,170,31,2,4218.82
334,171,401,2,344.39
335,172,195,1,2031.25
336,172,45,3,2543.78
337,173,195,3,2104.74
338,174,172,1,2104.72
339,175,20,1,2980.06
340,176,100,1,1784.34
341,176,85,1,1482.85
342,176,70,2,2531.9
343,177,433,2,2918.88
344,177,227,1,5788.76
345,178,223,1,817.7
346,179,314,3,2344.99
347,179,427,2,4579.36
348,179,407,1,4697.03
349,180,60,1,1480.02
350,181,394,2,2058.19
351,181,246,2,5705.05
352,182,4,1,3602.75
353,182,446,2,4105.12
354,183,296,2,961.95
355,183,398,1,5487.74
356,183,12,1,6236.38
357,183,110,3,2579.93
358,184,445,2,5310.23
359,185,456,1,2307.84
360,185,179,2,6825.24
361,186,50,3,3762.37
362,186,373,1,446.21
363,187,65,1,5837.37
364,187,249,5,5896.78
365,187,257,1,1669.6
366,188,427,1,4768.44
367,189,462,2,1138.89
368,190,424,1,2999.3
369,190,80,2,6159.05
370,191,317,1,6000.56
371,191,150,1,5350.22
372,192,295,2,1726.95
373,193,409,1,3991.58
374,193,356,2,5227.37
375,194,354,1,6188.47
376,195,424,3,3161.56
377,195,355,1,6768.86
378,196,216,2,5900.35
379,196,191,1,5512.25
380,196,20,1,2901.4
381,196,71,2,4078.04
382,197,476,2,5393.19
383,198,490,3,5074.68
384,199,227,2,6076.3
385,199,483,1,4657.99
386,200,296,1,980.81
387,200,85,2,1574.33
388,200,86,2,1820.19
389,201,458,2,1194.84
390,201,50,1,3873.69
391,202,65,3,5599.97
392,203,52,3,676.31
393,203,405,3,1294.37
394,203,175,5,4316.79
395,204,441,1,4357.09
396,204,301,2,2359.86
397,204,95,2,1683.53
398,205,461,1,1252.46
399,205,85,1,1503.34
400,206,427,3,4755.62
401,206,4,1,3358.26
402,206,85,1,1431.75
403,207,318,5,4918.47
404,207,39,1,6164.97
405,208,291,1,2179.94
406,208,373,1,445.74
407,209,18,1,5133.9
408,209,391,2,4420.16
409,210,223,1,861.49
410,211,101,1,867.67
411,212,421,1,2757.9
412,212,142,2,2562.84
413,212,407,1,4801.84
414,213,415,1,6098.02
415,214,407,1,4574.63
416,215,483,2,4681.81
417,215,108,1,3759.06
418,216,195,1,2122.57
419,216,373,2,459.25
420,216,158,1,3567.95
421,217,481,2,1871.68
422,217,227,2,5853.83
423,218,50,1,3669.28
424,218,182,1,1786.27
425,219,11,1,411.36
426,219,52,2,701.53
427,219,341,5,3370.98
428,219,407,1,4709.37
429,220,182,1,1898.92
430,221,145,2,444.8
431,222,407,3,4473.75
432,223,50,1,3813.82
433,224,493,1,657.03
434,224,293,2,1706.0
435,225,72,1,2891.59
436,225,295,1,1632.02
437,226,290,5,3089.98
438,226,50,1,3690.52
439,226,141,1,3147.64
440,226,391,1,4536.82
441,227,192,3,5674.67
442,228,50,1,3572.29
443,228,195,1,2019.22
444,229,37,5,158.78
445,230,249,2,6097.01
446,231,481,1,2031.22
447,231,169,2,6076.73
448,231,383,1,3740.61
449,232,195,1,2076.83
450,232,391,2,4474.48
451,233,213,1,3799.74
452,233,262,1,3896.53
453,234,60,1,1527.36
454,235,273,1,4792.83
455,235,50,3,3924.78
456,235,427,1,4892.08
457,236,458,1,1191.64
458,236,76,3,2495.84
459,237,70,1,2434.31
460,237,407,1,4618.3
461,238,42,3,3695.41
462,239,265,1,3018.41
463,240,400,3,634.13
464,240,303,1,944.71
465,241,407,1,4748.25
466,242,378,1,747.78
467,243,242,1,5573.39
468,243,195,3,2015.12
469,244,433,3,3059.68
470,244,467,1,2685.02
471,244,407,1,4712.08
472,245,258,5,1777.84
473,245,108,1,4135.06
474,246,65,1,5438.81
475,246,197,2,264.42
476,246,398,1,5324.2
477,247,296,2,953.87
478,248,64,1,2038.59
479,248,433,3,2924.84
480,248,50,3,3927.78
481,248,292,1,2148.4
482,249,208,2,2248.32
483,250,383,2,3823.65
484,251,17,1,7417.34
485,251,347,2,1697.25
486,251,103,2,5729.03
487,252,50,1,3718.77
488,252,278,1,4842.4
489,253,391,1,4317.98
490,253,468,5,3436.91
491,253,165,1,329.74
492,253,143,1,3337.02
493,254,89,1,3693.93
494,255,192,1,5573.37
495,255,65,1,5445.27
496,255,419,1,5109.0
497,256,462,1,1079.47
498,257,296,3,995.47
499,257,19,1,3287.42
500,258,105,5,4140.95
501,259,397,2,5057.63
502,260,264,1,1332.92
503,260,306,1,1794.81
504,261,393,1,6704.11
505,261,148,1,1311.85
506,262,296,1,950.74
507,262,473,1,1245.91
508,263,317,2,5991.19
509,263,141,1,3301.56
510,263,430,1,2101.32
511,264,212,3,5213.41
512,265,407,3,4867.33
513,265,44,1,6371.27
514,265,45,1,2685.78
515,265,447,3,4505.31
516,266,65,1,5649.25
517,266,226,5,3162.7
518,266,209,1,579.39
519,267,433,1,2977.0
520,267,27,1,3668.42
521,268,433,1,2896.52
522,268,260,1,2944.71
523,268,20,1,2874.94
524,268,302,1,540.7
525,269,249,1,6195.68
526,270,461,2,1278.3
527,271,329,2,6112.8
528,271,249,1,6379.96
529,271,179,2,6691.7
530,272,227,1,6134.63
531,273,211,2,4413.15
532,273,22,1,3334.43
533,274,50,1,3878.83
534,274,76,3,2383.7
535,275,249,2,6334.9
536,275,298,1,5687.93
537,276,227,1,6368.91
538,277,460,1,4510.37
539,277,182,1,1903.12
540,278,249,1,6489.17
541,278,165,2,340.27
542,279,296,1,931.36
543,279,242,2,5333.19
544,279,227,1,6367.15
545,279,391,2,4604.31
546,280,416,1,422.19
547,281,386,2,2162.09
548,281,163,2,1413.94
549,281,34,1,5683.7
550,282,309,1,6011.42
551,283,52,1,704.31
552,284,227,2,5816.0
553,285,192,5,5895.8
554,285,50,2,3571.57
555,285,335,1,3874.4
556,286,210,2,6423.35
557,286,195,1,2126.85
558,286,50,1,3954.77
559,287,296,1,926.6
560,287,66,5,1288.31
561,288,313,1,2795.03
562,289,443,3,7382.32
563,289,131,1,1819.45
564,289,195,1,2083.91
565,290,165,2,347.32
566,290,391,1,4674.31
567,291,150,1,5903.26
568,291,373,5,474.33
569,291,390,3,2713.66
570,291,31,1,4334.94
571,292,382,2,1355.68
572,293,289,1,3917.64
573,293,141,1,3109.56
574,294,239,1,433.09
575,294,407,1,4950.19
576,295,8,2,985.97
577,295,467,1,2570.64
578,296,192,1,5574.56
579,296,264,2,1228.14
580,296,423,3,7632.96
581,297,474,1,3607.73
582,298,407,1,4673.91
583,299,427,1,4574.21
584,299,195,3,1982.67
585,299,85,1,1470.72
586,300,334,2,1229.13
587,301,58,1,2289.72
588,302,186,2,5254.4
589,303,407,5,4593.76
590,304,301,3,2213.08
591,305,230,3,5842.25
592,306,65,1,5568.02
593,306,283,5,4748.05
594,306,171,2,2436.63
595,306,191,1,5309.84
596,307,65,3,5752.87
597,307,52,1,734.68
598,307,391,1,4319.59
599,308,65,2,5549.91
600,309,273,2,4896.98
601,310,402,2,3501.49
602,311,398,3,5425.43
603,312,50,5,3717.76
604,312,487,1,88.09
605,313,391,3,4554.27
606,313,65,1,5748.79
607,313,119,2,4632.11
608,314,58,3,2231.34
609,314,195,2,1942.19
610,315,473,1,1235.94
611,316,40,1,4777.16
612,316,104,2,3472.31
613,316,70,2,2411.21
614,317,195,2,1931.35
615,318,136,1,4779.0
616,318,435,1,989.27
617,318,22,3,3472.94
618,319,50,5,3864.71
619,320,65,1,5717.71
620,321,407,1,4819.47
621,322,409,3,3899.99
622,322,217,3,6792.64
623,322,497,2,5425.03
624,322,126,1,4167.5
625,323,197,3,250.39
626,324,483,2,4545.56
627,324,124,2,727.34
628,325,65,2,5536.77
629,325,195,1,1977.41
630,325,22,1,3231.15
631,325,295,1,1695.48
632,326,258,1,1729.92
633,326,356,3,5474.28
634,327,210,3,5920.7
635,327,157,1,403.28
636,327,463,3,3471.92
637,328,18,1,4695.0
638,328,175,1,4158.01
639,329,407,1,4857.29
640,330,50,1,3626.88
641,330,407,1,4526.1
642,331,52,1,686.85
643,332,296,1,957.3
644,333,480,3,2006.98
645,333,65,2,5656.79
646,333,467,3,2559.93
647,334,80,1,6613.0
648,334,50,1,3678.94
649,335,329,1,6141.68
650,335,46,2,4150.97
651,335,391,3,4331.75
652,336,487,2,87.57
653,337,376,1,7129.22
654,337,370,1,2820.88
655,338,129,1,4211.54
656,338,396,2,1865.54
657,339,378,1,743.64
658,339,195,1,2019.96
659,339,172,1,2068.61
660,340,287,2,3166.4
661,341,184,1,6203.81
662,341,102,3,3299.47
663,342,4,1,3327.72
664,343,154,1,5026.68
665,344,210,1,6277.35
666,345,255,3,3622.17
667,346,296,1,949.39
668,346,200,1,3088.13
669,347,349,2,4314.05
670,348,50,1,3578.09
671,348,483,1,4816.33
672,348,71,1,3949.2
673,349,230,2,5280.11
674,350,369,1,2314.04
675,351,1,1,1371.02
676,351,50,1,3854.11
677,351,407,1,4662.09
678,352,385,3,6146.17
679,353,485,1,2868.36
680,353,195,1,2023.93
681,353,341,3,3390.68
682,354,52,2,695.22
683,354,85,2,1527.57
684,354,303,1,961.93
685,355,165,1,361.34
686,356,52,1,667.89
687,357,84,2,3145.79
688,358,476,1,5706.49
689,358,366,1,5479.57
690,359,107,3,4826.41
691,360,407,1,4964.29
692,361,391,2,4734.39
693,362,170,1,4358.05
694,362,115,1,2884.51
695,362,50,2,3944.22
696,363,433,1,3127.53
697,363,364,2,2316.6
698,363,391,2,4547.85
699,364,427,2,4961.2
700,365,433,3,2922.05
701,365,172,2,2071.87
702,366,64,3,1992.95
703,366,320,3,2472.68
704,366,469,1,2242.63
705,366,398,3,5550.84
706,367,195,1,1952.85
707,367,4,2,3353.93
708,367,407,3,4888.58
709,368,65,3,5706.12
710,368,494,1,1266.63
711,369,427,2,4636.58
712,370,50,1,3903.26
713,370,60,3,1620.48
714,370,95,1,1667.18
715,371,433,1,2845.78
716,371,318,5,5120.55
717,371,367,2,583.17
718,372,177,1,1658.4
719,373,163,1,1391.14
720,373,22,1,3314.37
721,374,329,1,6174.22
722,374,433,2,3033.55
723,374,20,1,2937.81
724,374,407,1,4523.81
725,375,417,2,5300.51
726,375,198,1,174.88
727,376,65,2,5556.49
728,376,61,1,5171.15
729,376,257,1,1708.74
730,376,165,1,338.59
731,377,20,2,2888.66
732,378,52,1,681.43
733,379,314,3,2362.83
734,380,219,1,2626.2
735,380,62,1,2382.2
736,380,447,3,4420.73
737,381,50,1,3686.43
738,381,391,2,4498.7
739,382,22,1,3474.47
740,383,333,5,6519.61
741,383,413,2,5345.11
742,384,185,2,4008.78
743,384,163,1,1386.85
744,385,50,2,3830.07
745,386,489,2,3300.22
746,387,50,1,3855.02
747,387,443,1,7140.11
748,388,427,3,4611.58
749,388,445,1,5441.67
750,388,295,2,1626.06
751,389,482,2,4770.44
752,390,352,1,350.33
753,390,409,1,3998.44
754,390,194,1,1310.38
755,390,471,2,3862.73
756,391,261,2,5231.27
757,392,414,1,3950.75
758,393,65,3,5341.17
759,393,418,1,1162.29
760,393,6,3,4342.66
761,394,249,5,6004.14
762,394,252,2,169.65
763,394,22,1,3482.66
764,395,83,1,4661.82
765,395,195,3,1928.58
766,396,401,5,342.07
767,396,433,3,3104.62
768,396,277,3,2482.03
769,397,296,2,948.85
770,397,458,1,1171.63
771,397,195,5,2082.92
772,398,50,3,3729.2
773,398,391,2,4317.23
774,399,165,1,353.5
775,399,335,3,3804.62
776,400,355,1,6610.71
777,400,4,1,3443.22
778,401,273,1,4943.16
779,401,407,2,4709.38
780,402,19,1,3301.91
781,402,17,3,6987.08
782,402,171,1,2554.83
783,402,390,2,2735.31
784,403,425,1,2416.92
785,403,322,1,4990.62
786,404,433,1,2903.69
787,404,163,1,1319.29
788,404,270,1,3517.11
789,404,215,2,3722.5
790,405,333,2,6559.25
791,406,472,1,4642.51
792,406,314,1,2232.07
793,406,7,1,1580.85
794,407,353,3,352.68
795,407,145,1,471.85
796,407,433,5,2946.01
797,407,350,1,3016.53
798,408,88,2,3046.52
799,409,427,3,4837.87
800,409,333,3,6903.91
801,409,270,3,3790.29
802,410,169,3,6024.15
803,410,223,1,795.49
804,411,485,1,3038.92
805,412,54,1,328.52
806,413,22,1,3252.32
807,414,19,1,3397.87
808,414,195,1,1931.51
809,415,70,1,2595.55
810,416,60,1,1491.85
811,416,375,2,912.04
812,416,407,1,4902.45
813,417,352,1,340.2
814,418,296,3,927.46
815,419,211,1,4764.79
816,420,416,1,424.66
817,420,339,2,3973.92
818,420,427,1,4722.87
819,421,288,3,6829.38
820,422,29,2,5380.48
821,422,151,3,5682.53
822,423,65,2,5872.17
823,423,402,1,3374.9
824,423,252,3,176.58
825,423,414,2,3925.89
826,424,89,2,3801.2
827,424,50,1,3800.1
828,424,223,1,844.07
829,425,121,1,1981.51
830,426,8,1,1041.03
831,426,50,3,3930.54
832,427,296,2,969.17
833,427,50,3,3621.79
834,427,391,1,4531.54
835,428,165,2,354.51
836,428,398,1,5523.83
837,429,4,5,3300.55
838,430,464,2,2654.91
839,431,402,2,3349.26
840,432,241,3,4292.32
841,432,22,2,3329.56
842,433,4,1,3539.37
843,434,249,2,5998.69
844,434,341,3,3325.69
845,434,374,2,5782.88
846,435,129,1,4106.19
847,435,229,1,3406.83
848,436,270,3,3480.14
849,437,40,2,4719.47
850,437,98,3,358.74
851,437,284,1,5280.69
852,438,349,1,4248.78
853,438,343,3,4868.35
854,438,407,1,4523.73
855,439,259,3,1432.84
856,440,174,1,1784.29
857,441,407,1,4518.87
858,442,96,1,5224.19
859,442,65,1,5625.29
860,442,387,2,2005.9
861,442,453,3,1014.01
862,443,40,1,5028.86
863,443,350,2,2821.53
864,443,380,5,3658.07
865,443,70,2,2530.71
866,444,390,2,2808.41
867,445,50,2,3865.89
868,446,418,1,1192.14
869,446,329,2,6185.78
870,446,378,1,723.18
871,447,387,2,1993.64
872,448,194,1,1257.57
873,448,46,5,4394.53
874,448,415,1,6010.6
875,449,44,1,6579.66
876,449,423,2,7575.47
877,450,40,5,4712.54
878,450,6,2,4391.1
879,451,249,1,6405.63
880,451,101,1,835.51
881,452,240,5,2847.63
882,452,195,2,2119.27
883,452,158,1,3888.41
884,453,198,1,186.94
885,454,355,1,6298.32
886,455,265,1,3138.81
887,455,373,2,465.78
888,455,141,1,3370.99
889,456,333,2,6838.24
890,456,166,1,3054.4
891,457,468,3,3497.72
892,458,329,2,6410.95
893,458,50,2,3631.54
894,459,137,1,298.04
895,459,74,2,4454.75
896,459,436,1,573.16
897,459,60,5,1611.03
898,460,131,2,1893.45
899,460,195,1,2080.54
900,461,163,2,1388.38
901,462,414,1,3934.09
902,462,246,3,5850.66
903,463,82,3,2250.56
904,463,283,1,4695.34
905,463,174,1,1771.74
906,464,421,2,2640.76
907,464,407,1,4784.22
908,465,122,1,4826.48
909,466,20,1,2970.1
910,467,413,1,5309.61
911,468,195,3,2013.46
912,468,85,1,1471.23
913,468,439,1,5494.45
914,469,50,1,3929.92
915,469,157,5,413.24
916,469,246,2,5624.57
917,470,427,3,4943.91
918,470,212,1,5078.18
919,470,318,3,5061.35
920,471,153,1,1880.99
921,471,227,1,6197.41
922,472,271,2,3471.66
923,473,151,1,5871.36
924,473,9,2,4790.5
925,473,108,1,3883.53
926,473,391,1,4608.41
927,474,122,1,4550.69
928,474,20,3,2985.51
929,475,306,2,1768.17
930,475,85,2,1484.56
931,475,391,2,4295.16
932,476,264,1,1330.81
933,476,50,2,3642.67
934,476,172,2,2112.12
935,477,65,1,5394.14
936,478,388,1,4910.8
937,478,172,5,2014.31
938,478,84,1,3307.21
939,479,50,1,3715.46
940,479,195,1,2072.16
941,479,53,1,2185.11
942,480,466,3,1748.0
943,480,324,1,5110.21
944,481,18,3,4694.99
945,481,227,3,6048.86
946,482,65,1,5654.61
947,482,398,2,5641.58
948,483,115,1,2677.58
949,484,489,2,3459.59
950,484,50,2,3565.56
951,484,195,5,1978.9
952,485,40,2,4838.47
953,485,195,2,2080.49
954,485,165,3,365.91
955,486,195,1,1988.77
956,487,186,2,5527.93
957,487,283,1,5062.84
958,488,317,1,5937.64
959,489,10,1,2369.29
960,490,132,1,597.93
961,490,172,1,2100.75
962,491,96,1,5608.1
963,491,145,2,458.86
964,491,4,3,3381.19
965,492,195,1,1943.7
966,492,427,1,4611.71
967,492,454,1,588.91
968,493,40,2,4802.87
969,493,65,1,5683.71
970,494,345,5,597.48
971,494,358,5,5396.91
972,495,65,3,5654.16
973,496,427,1,4573.42
974,496,412,2,5576.03
975,497,424,1,3084.6
976,497,385,1,5982.98
977,497,50,1,3594.71
978,498,28,1,2302.11
979,498,131,1,1850.44
980,498,20,3,2912.04
981,498,141,3,3245.23
982,499,128,2,2406.83
983,499,492,1,3208.86
984,499,126,1,4209.16
985,500,449,2,5488.18
986,500,483,1,4660.38
987,500,15,1,5876.52
988,500,407,3,4892.96
989,501,414,3,3966.97
990,502,50,1,3810.01
991,502,174,1,1880.74
992,503,468,1,3390.39
993,503,453,1,983.4
994,504,407,2,4937.39
995,505,344,1,5687.17
996,506,19,2,3343.11
997,507,352,2,323.27
998,507,296,3,984.02
999,507,158,5,3790.94
1000,508,407,1,4748.42
1001,509,65,2,5338.57
1002,510,108,3,3869.45
1003,511,249,2,6351.91
1004,511,427,2,4790.38
1005,511,382,5,1383.99
1006,512,131,1,1760.35
1007,513,50,3,3661.44
1008,513,382,1,1376.41
1009,513,230,3,5589.02
1010,514,433,1,2999.17
1011,514,249,1,6351.02
1012,514,60,1,1493.81
1013,514,253,1,1160.65
1014,515,471,1,4130.43
1015,516,65,3,5497.75
1016,517,349,2,4048.79
1017,517,44,1,6466.78
1018,517,477,5,2596.7
1019,518,37,1,158.13
1020,518,407,1,4526.24
1021,519,60,1,1499.92
1022,519,421,1,2769.33
1023,520,258,2,1689.89
1024,521,472,3,5066.68
1025,521,407,1,4865.05
1026,522,185,3,3974.5
1027,522,491,1,3113.71
1028,522,229,1,3577.13
1029,523,50,2,3856.67
1030,524,202,2,2809.68
1031,524,163,3,1351.49
1032,524,413,1,5373.75
1033,525,432,1,618.95
1034,525,264,1,1236.41
1035,526,398,1,5466.1
1036,526,14,2,1887.52
1037,527,108,1,4079.52
1038,527,47,1,2013.56
1039,528,227,1,6057.28
1040,528,333,1,6681.13
1041,529,421,1,2771.39
1042,530,283,2,5049.09
1043,531,22,1,3215.59
1044,532,433,1,2999.18
1045,533,478,2,1673.24
1046,534,170,1,4325.09
1047,535,238,2,2693.14
1048,536,386,2,2184.89
1049,537,381,1,917.05
1050,538,65,2,5329.5
1051,538,249,1,5978.33
1052,538,172,3,1993.42
1053,538,463,1,3294.37
1054,539,20,1,2937.51
1055,539,213,1,3737.89
1056,539,102,1,3269.83
1057,539,407,3,4548.35
1058,540,499,2,2561.76
1059,540,85,1,1559.05
1060,541,400,5,616.61
1061,541,65,1,5370.42
1062,542,485,1,3062.77
1063,542,70,1,2483.15
1064,543,339,3,3895.02
1065,543,484,1,5042.24
1066,543,335,2,3828.41
1067,544,98,2,345.33
1068,544,291,3,2338.96
1069,544,223,1,818.95
1070,545,427,3,4551.1
1071,545,52,1,702.51
1072,546,210,1,6026.21
1073,546,306,1,1731.56
1074,546,98,3,353.4
1075,547,451,1,1871.68
1076,548,400,1,634.39
