PaymentID,OrderID,PaymentDate,PaymentMethod,Amount
183,203,2024-10-12 17:00:00,UPI,27495.99
184,204,2023-07-07 12:00:00,Wallet,12443.87
185,207,2023-07-18 16:00:00,Card,30757.32
186,209,2023-12-08 21:00:00,UPI,13974.22
187,210,2023-01-06 20:00:00,Card,861.49
188,211,2024-01-01 10:00:00,UPI,867.67
189,212,2023-03-17 17:00:00,NetBanking,12685.42
190,213,2023-02-18 19:00:00,NetBanking,6098.02
191,214,2023-05-01 17:00:00,UPI,4574.63
192,215,2023-06-14 21:00:00,UPI,13122.68
193,216,2023-06-11 18:00:00,NetBanking,6609.02
194,217,2023-02-24 21:00:00,Card,15451.02
195,218,2023-04-05 17:00:00,UPI,5455.55
196,219,2024-02-13 12:00:00,Card,23378.69
197,220,2023-02-28 17:00:00,UPI,1898.92
198,221,2023-09-07 18:00:00,UPI,889.6
199,222,2023-08-26 09:00:00,NetBanking,13421.25
200,223,2024-11-13 15:00:00,Card,3813.82
201,224,2024-03-15 13:00:00,UPI,4069.03
202,225,2024-09-14 13:00:00,UPI,4523.61
203,226,2024-12-30 15:00:00,Cash,26824.88
204,227,2024-09-01 15:00:00,Card,17024.01
205,228,2023-06-02 10:00:00,Card,5591.51
206,229,2024-03-07 15:00:00,UPI,793.9
207,230,2023-08-24 19:00:00,UPI,12194.02
208,231,2023-11-06 10:00:00,Cash,17925.29
209,233,2024-02-02 10:00:00,UPI,7696.27
210,234,2024-12-11 16:00:00,Card,1527.36
211,235,2023-08-11 12:00:00,Cash,21459.25
212,236,2024-04-16 15:00:00,UPI,8679.16
213,237,2023-09-02 19:00:00,Card,7052.61
214,238,2024-09-11 18:00:00,UPI,11086.23
215,240,2024-02-07 21:00:00,NetBanking,2847.1
216,241,2024-02-29 20:00:00,UPI,4748.25
217,242,2024-01-23 21:00:00,Cash,747.78
218,243,2023-02-24 11:00:00,UPI,11618.75
219,244,2023-02-10 12:00:00,Card,16576.14
220,246,2024-12-02 15:00:00,Cash,11291.85
221,248,2023-09-15 09:00:00,Card,24744.85
222,249,2024-05-31 20:00:00,UPI,4496.64
223,251,2024-10-19 14:00:00,Card,22269.9
224,252,2023-09-05 09:00:00,UPI,8561.17
225,253,2023-11-23 20:00:00,UPI,25169.29
226,254,2024-02-29 21:00:00,UPI,3693.93
227,255,2023-11-06 13:00:00,UPI,16127.64
228,256,2023-03-07 16:00:00,Card,1079.47
229,257,2023-03-04 11:00:00,UPI,6273.83
230,258,2024-03-19 19:00:00,UPI,20704.75
231,259,2024-01-07 15:00:00,Wallet,10115.26
232,260,2023-01-15 18:00:00,UPI,3127.73
233,261,2023-05-31 19:00:00,UPI,8015.96
234,262,2023-02-11 12:00:00,UPI,2196.65
235,263,2024-12-04 17:00:00,UPI,17385.26
236,264,2024-03-15 09:00:00,Card,15640.23
237,265,2023-04-12 16:00:00,Cash,37174.97
238,266,2024-07-30 13:00:00,Card,22042.14
239,267,2023-02-06 20:00:00,UPI,6645.42
240,268,2024-10-04 21:00:00,UPI,9256.87
241,269,2024-09-15 21:00:00,NetBanking,6195.68
242,270,2023-01-18 19:00:00,Card,2556.6
243,271,2023-12-08 20:00:00,NetBanking,31988.96
244,272,2024-02-02 20:00:00,UPI,6134.63
245,273,2024-09-13 12:00:00,Card,12160.73
246,274,2024-06-15 21:00:00,UPI,11029.93
247,275,2023-12-15 19:00:00,UPI,18357.73
248,276,2023-02-15 13:00:00,UPI,6368.91
249,277,2023-06-06 12:00:00,NetBanking,6413.49
250,278,2024-04-06 18:00:00,NetBanking,7169.71
251,279,2023-08-26 21:00:00,UPI,27173.51
252,280,2024-03-25 12:00:00,Cash,422.19
253,281,2023-11-08 19:00:00,UPI,12835.76
254,282,2023-10-26 21:00:00,UPI,6011.42
255,283,2024-10-04 16:00:00,UPI,704.31
256,284,2024-08-01 17:00:00,Card,11632.0
257,285,2024-07-29 12:00:00,Card,40496.54
258,286,2023-01-31 18:00:00,Cash,18928.32
259,287,2023-09-04 13:00:00,Wallet,7368.15
260,288,2024-07-21 12:00:00,UPI,2795.03
261,289,2023-01-28 18:00:00,UPI,26050.32
262,290,2023-03-10 18:00:00,UPI,5368.95
263,291,2023-04-05 13:00:00,UPI,20750.83
264,292,2024-07-02 12:00:00,Card,2711.36
265,293,2024-08-17 12:00:00,UPI,7027.2
266,294,2023-09-07 16:00:00,UPI,5383.28
267,296,2024-11-18 15:00:00,UPI,30929.72
268,297,2023-09-27 11:00:00,Card,3607.73
269,298,2023-12-10 20:00:00,UPI,4673.91
270,299,2023-11-19 10:00:00,NetBanking,11992.94
271,300,2024-08-24 11:00:00,UPI,2458.26
272,301,2023-08-01 13:00:00,Cash,2289.72
273,302,2023-06-12 12:00:00,Card,10508.8
274,303,2023-01-06 11:00:00,Cash,22968.8
275,304,2024-10-13 19:00:00,Cash,6639.24
276,305,2023-04-05 14:00:00,UPI,17526.75
277,306,2023-09-10 19:00:00,UPI,39491.37
278,307,2024-08-17 20:00:00,Card,22312.88
279,308,2023-06-10 19:00:00,UPI,11099.82
280,309,2024-03-15 12:00:00,Card,9793.96
281,310,2024-07-13 21:00:00,UPI,7002.98
282,311,2023-09-08 09:00:00,Card,16276.29
283,313,2024-03-28 15:00:00,Card,28675.82
284,314,2023-11-04 09:00:00,Card,10578.4
285,315,2024-11-19 09:00:00,Cash,1235.94
286,316,2023-01-29 10:00:00,Card,16544.2
287,317,2024-11-30 21:00:00,Wallet,3862.7
288,320,2023-09-22 17:00:00,Card,5717.71
289,321,2024-11-18 10:00:00,UPI,4819.47
290,322,2024-05-22 10:00:00,Card,47095.45
291,323,2024-10-09 13:00:00,UPI,751.17
292,324,2024-03-14 12:00:00,UPI,10545.8
293,325,2024-10-18 11:00:00,Card,17977.58
294,326,2023-11-16 10:00:00,Card,18152.76
295,327,2024-06-02 18:00:00,UPI,28581.14
296,328,2024-10-15 20:00:00,Wallet,8853.01
297,329,2023-10-09 10:00:00,UPI,4857.29
298,331,2023-12-26 21:00:00,UPI,686.85
299,332,2023-12-09 17:00:00,Cash,957.3
300,334,2024-03-23 13:00:00,Card,10291.94
301,335,2024-12-30 14:00:00,UPI,27438.87
302,336,2023-03-29 19:00:00,UPI,175.14
303,337,2023-08-21 16:00:00,Card,9950.1
304,338,2023-01-15 14:00:00,Cash,7942.62
305,339,2024-09-09 15:00:00,UPI,4832.21
306,340,2024-02-13 14:00:00,UPI,6332.8
307,341,2023-01-21 17:00:00,Cash,16102.22
308,342,2023-01-10 17:00:00,Cash,3327.72
309,343,2023-11-12 10:00:00,Card,5026.68
310,344,2023-01-30 15:00:00,UPI,6277.35
311,345,2023-05-28 18:00:00,UPI,10866.51
312,347,2023-05-15 09:00:00,UPI,8628.1
313,348,2023-08-03 16:00:00,UPI,12343.62
314,349,2023-04-08 19:00:00,Card,10560.22
315,350,2023-07-08 20:00:00,Card,2314.04
316,352,2024-10-04 16:00:00,Cash,18438.51
317,353,2023-05-02 18:00:00,UPI,15064.33
318,354,2024-08-12 11:00:00,Cash,5407.51
319,355,2024-10-09 15:00:00,UPI,361.34
320,356,2024-10-13 17:00:00,UPI,667.89
321,357,2023-09-08 16:00:00,UPI,6291.58
322,358,2023-12-19 18:00:00,Card,11186.06
323,359,2024-08-06 10:00:00,Cash,14479.23
324,360,2023-06-17 20:00:00,UPI,4964.29
325,362,2023-09-24 17:00:00,Card,15131.0
326,364,2023-08-09 13:00:00,UPI,9922.4
327,365,2023-07-20 13:00:00,UPI,12909.89
328,366,2024-10-27 18:00:00,Cash,32292.04
329,367,2024-03-31 09:00:00,NetBanking,23326.45
330,368,2024-11-23 17:00:00,Card,18384.99
331,369,2024-12-08 17:00:00,NetBanking,9273.16
332,370,2024-03-21 18:00:00,Wallet,10431.88
333,371,2023-01-01 10:00:00,Cash,29614.87
334,372,2023-10-20 13:00:00,UPI,1658.4
335,373,2023-12-05 12:00:00,NetBanking,4705.51
336,374,2024-01-26 13:00:00,Card,19702.94
337,376,2024-02-28 10:00:00,Card,18331.46
338,377,2024-12-05 11:00:00,UPI,5777.32
339,378,2024-03-11 15:00:00,NetBanking,681.43
340,379,2024-04-18 11:00:00,UPI,7088.49
341,380,2023-05-09 17:00:00,Cash,18270.59
342,381,2023-08-18 17:00:00,Card,12683.83
343,382,2024-02-04 12:00:00,UPI,3474.47
344,383,2023-10-30 19:00:00,Cash,43288.27
345,384,2024-03-13 10:00:00,Card,9404.41
346,385,2024-12-20 12:00:00,UPI,7660.14
347,386,2024-04-14 18:00:00,UPI,6600.44
348,387,2023-10-19 16:00:00,Cash,10995.13
349,388,2023-11-05 15:00:00,NetBanking,22528.53
350,389,2024-09-06 11:00:00,Wallet,9540.88
351,390,2024-02-01 13:00:00,Cash,13384.61
352,391,2024-11-16 11:00:00,Card,10462.54
353,392,2024-01-22 21:00:00,Wallet,3950.75
354,394,2023-03-09 17:00:00,Card,33842.66
355,395,2023-07-04 18:00:00,Cash,10447.56
356,398,2023-05-24 19:00:00,Card,19822.06
357,399,2024-02-12 11:00:00,UPI,11767.36
358,400,2024-02-16 11:00:00,Cash,10053.93
359,401,2023-06-23 11:00:00,UPI,14361.92
360,402,2023-11-27 18:00:00,Card,32288.6
361,403,2023-11-12 18:00:00,Cash,7407.54
362,404,2023-01-05 20:00:00,Card,15185.09
363,405,2023-03-07 19:00:00,UPI,13118.5
364,406,2023-08-21 12:00:00,UPI,8455.43
365,407,2024-12-19 21:00:00,Card,19276.47
366,408,2023-02-20 20:00:00,Card,6093.04
367,409,2024-07-16 17:00:00,UPI,46596.21
368,410,2024-02-06 13:00:00,NetBanking,18867.94
369,411,2024-02-23 21:00:00,UPI,3038.92
370,412,2024-07-02 09:00:00,Cash,328.52
371,413,2023-01-09 09:00:00,Cash,3252.32
372,414,2023-05-26 18:00:00,UPI,5329.38
373,415,2024-12-14 19:00:00,Card,2595.55
374,416,2024-12-01 19:00:00,Card,8218.38
375,417,2023-07-09 16:00:00,Card,340.2
376,418,2024-07-21 20:00:00,UPI,2782.38
377,419,2023-04-07 10:00:00,UPI,4764.79
378,420,2023-07-10 17:00:00,NetBanking,13095.37
379,421,2023-06-27 21:00:00,UPI,20488.14
380,422,2024-09-09 15:00:00,NetBanking,27808.55
381,423,2023-05-09 19:00:00,UPI,23500.76
382,424,2023-09-06 15:00:00,UPI,12246.57
383,425,2023-01-25 20:00:00,UPI,1981.51
384,426,2023-03-28 09:00:00,Card,12832.65
385,428,2024-02-11 18:00:00,UPI,6232.85
386,429,2024-09-01 20:00:00,Cash,16502.75
387,430,2024-01-22 20:00:00,UPI,5309.82
388,431,2023-11-20 17:00:00,Card,6698.52
389,432,2024-04-15 19:00:00,UPI,19536.08
390,433,2023-11-18 10:00:00,UPI,3539.37
391,434,2023-08-30 11:00:00,UPI,33540.21
392,436,2023-09-21 20:00:00,Card,10440.42
393,437,2024-06-29 18:00:00,UPI,15795.85
394,438,2024-02-03 10:00:00,Cash,23377.56
395,439,2024-01-26 21:00:00,UPI,4298.52
396,440,2023-02-17 11:00:00,UPI,1784.29
397,441,2024-01-26 11:00:00,UPI,4518.87
398,442,2024-10-03 19:00:00,UPI,17903.31
399,443,2024-07-18 17:00:00,UPI,34023.69
400,444,2023-03-01 15:00:00,UPI,5616.82
401,445,2024-04-07 11:00:00,NetBanking,7731.78
402,446,2024-10-29 09:00:00,NetBanking,14286.88
403,447,2023-04-20 16:00:00,UPI,3987.28
404,448,2023-01-10 15:00:00,NetBanking,29240.82
405,449,2024-02-29 10:00:00,NetBanking,21730.6
406,450,2023-02-24 15:00:00,UPI,32344.9
407,452,2023-02-27 12:00:00,UPI,22365.1
408,453,2023-10-13 20:00:00,Cash,186.94
409,454,2023-07-08 14:00:00,Cash,6298.32
410,455,2023-05-05 20:00:00,Card,7441.36
411,456,2024-02-14 17:00:00,Cash,16730.88
412,457,2024-07-29 20:00:00,Card,10493.16
413,458,2023-03-10 12:00:00,UPI,20084.98
414,459,2023-12-25 19:00:00,UPI,17835.85
415,460,2024-11-16 19:00:00,Card,5867.44
416,461,2023-03-08 14:00:00,UPI,2776.76
417,462,2023-12-17 16:00:00,UPI,21486.07
418,463,2023-07-24 14:00:00,UPI,13218.76
419,464,2024-08-05 13:00:00,UPI,10065.74
420,465,2023-01-03 15:00:00,Wallet,4826.48
421,466,2023-09-21 12:00:00,Cash,2970.1
422,467,2023-11-29 13:00:00,UPI,5309.61
423,468,2024-07-26 19:00:00,Card,13006.06
424,469,2023-02-15 13:00:00,UPI,17245.26
425,470,2024-03-20 15:00:00,NetBanking,35093.96
426,472,2023-03-20 17:00:00,UPI,6943.32
427,473,2023-08-01 14:00:00,NetBanking,23944.3
428,474,2023-07-02 21:00:00,Card,13507.22
429,475,2024-12-23 16:00:00,UPI,15095.78
430,476,2023-11-27 17:00:00,Card,12840.39
431,478,2023-07-18 20:00:00,UPI,18289.56
432,479,2023-02-18 16:00:00,Card,7972.73
433,480,2024-09-11 16:00:00,UPI,10354.21
434,481,2024-04-15 21:00:00,UPI,32231.55
435,482,2023-11-12 18:00:00,UPI,16937.77
436,483,2023-10-12 20:00:00,Wallet,2677.58
437,484,2023-12-08 19:00:00,UPI,23944.8
438,485,2024-08-07 20:00:00,UPI,14935.65
439,486,2023-04-15 19:00:00,Card,1988.77
440,487,2023-04-06 17:00:00,Cash,16118.7
441,488,2023-01-17 20:00:00,Cash,5937.64
442,489,2024-12-09 12:00:00,UPI,2369.29
443,490,2024-11-01 15:00:00,UPI,2698.68
444,491,2024-04-09 20:00:00,Card,16669.39
445,492,2024-10-22 12:00:00,UPI,7144.32
446,493,2023-05-25 14:00:00,Card,15289.45
447,494,2024-05-15 17:00:00,UPI,29971.95
448,495,2024-01-05 21:00:00,UPI,16962.48
449,496,2024-08-08 10:00:00,UPI,15725.48
450,497,2023-06-10 10:00:00,Cash,12662.29
451,498,2023-04-01 12:00:00,Card,22624.36
452,499,2023-11-07 19:00:00,NetBanking,12231.68
453,500,2024-09-04 13:00:00,Cash,36192.14
454,501,2024-10-13 11:00:00,UPI,11900.91
455,503,2024-12-26 10:00:00,UPI,4373.79
456,505,2023-05-29 18:00:00,Card,5687.17
457,507,2023-09-26 09:00:00,UPI,22553.3
458,508,2024-02-06 20:00:00,Card,4748.42
459,509,2024-06-06 16:00:00,Card,10677.14
460,510,2023-05-22 18:00:00,Cash,11608.35
461,511,2023-03-23 21:00:00,UPI,29204.53
462,512,2024-08-26 20:00:00,UPI,1760.35
463,513,2023-04-06 20:00:00,Cash,29127.79
464,514,2023-12-06 15:00:00,NetBanking,12004.65
465,515,2024-06-10 14:00:00,UPI,4130.43
466,516,2023-10-03 20:00:00,UPI,16493.25
467,517,2024-12-27 14:00:00,Card,27547.86
468,518,2023-05-04 20:00:00,Card,4684.37
469,520,2023-12-02 18:00:00,Card,3379.78
470,521,2023-06-21 16:00:00,UPI,20065.09
471,522,2023-11-04 17:00:00,NetBanking,18614.34
472,523,2023-02-11 18:00:00,UPI,7713.34
473,524,2024-12-14 21:00:00,NetBanking,15047.58
474,525,2024-01-01 14:00:00,NetBanking,1855.36
475,526,2024-01-15 15:00:00,Card,9241.14
476,527,2023-04-13 18:00:00,Card,6093.08
477,528,2023-10-10 18:00:00,NetBanking,12738.41
478,529,2024-05-07 09:00:00,Card,2771.39
479,530,2024-11-04 16:00:00,UPI,10098.18
480,531,2024-02-19 20:00:00,UPI,3215.59
481,532,2023-09-16 16:00:00,UPI,2999.18
482,533,2023-12-27 14:00:00,UPI,3346.48
483,534,2023-12-03 19:00:00,Cash,4325.09
484,535,2024-11-21 20:00:00,UPI,5386.28
485,536,2024-06-27 21:00:00,Card,4369.78
486,537,2023-11-04 09:00:00,Cash,917.05
487,539,2024-11-25 09:00:00,Cash,23590.28
488,540,2024-01-09 18:00:00,Cash,6682.57
489,541,2024-12-21 17:00:00,UPI,8453.47
490,542,2023-01-08 10:00:00,Cash,5545.92
491,543,2024-08-04 15:00:00,Card,24384.12
492,544,2023-06-07 15:00:00,Card,8526.49
493,545,2023-04-01 21:00:00,Card,14355.81
494,547,2023-03-20 10:00:00,Card,1871.68
495,548,2023-05-28 09:00:00,UPI,11100.35
496,549,2023-09-06 14:00:00,Card,14830.5
497,550,2024-05-09 09:00:00,UPI,15604.47
498,551,2024-06-20 17:00:00,Card,4267.35
499,552,2024-02-15 13:00:00,UPI,11873.54
500,554,2024-04-06 19:00:00,Card,6041.24
501,555,2023-01-12 16:00:00,UPI,22391.03
502,556,2024-03-09 18:00:00,UPI,10915.53
503,557,2024-01-12 17:00:00,UPI,12955.99
504,558,2023-09-17 15:00:00,NetBanking,9610.14
505,559,2023-09-08 12:00:00,NetBanking,7902.25
506,560,2023-03-25 16:00:00,NetBanking,2491.01
507,561,2024-01-27 09:00:00,Cash,8818.88
508,562,2024-02-18 16:00:00,Card,5521.58
509,563,2024-04-10 19:00:00,Cash,3990.97
510,565,2024-08-23 13:00:00,NetBanking,13763.34
511,566,2024-05-03 15:00:00,UPI,4886.67
512,567,2024-08-01 21:00:00,Card,5546.46
513,568,2024-09-15 17:00:00,Card,18897.16
514,569,2024-12-15 16:00:00,NetBanking,7960.98
515,570,2024-03-30 10:00:00,Card,7256.84
516,571,2023-02-03 15:00:00,Card,31405.95
517,572,2023-09-22 20:00:00,Card,3718.44
518,573,2023-04-03 11:00:00,Card,2656.33
519,574,2023-10-22 17:00:00,UPI,7943.75
520,575,2023-01-07 14:00:00,Wallet,4897.84
521,576,2024-07-17 17:00:00,UPI,11769.0
522,578,2023-11-14 18:00:00,Card,8408.46
523,579,2024-04-27 09:00:00,Card,3931.16
524,580,2024-12-21 19:00:00,Cash,23306.82
525,581,2023-12-31 11:00:00,Cash,462.45
526,582,2023-10-27 20:00:00,Card,7820.29
527,583,2023-04-01 13:00:00,Card,1318.44
528,584,2024-04-16 09:00:00,UPI,10964.39
529,585,2024-07-29 11:00:00,UPI,10098.72
530,586,2023-04-16 14:00:00,UPI,948.05
531,587,2023-01-20 21:00:00,Card,23633.76
532,588,2024-04-26 20:00:00,NetBanking,27605.58
533,589,2024-01-06 16:00:00,UPI,8651.01
534,590,2024-12-30 19:00:00,Card,22271.64
535,591,2024-12-11 11:00:00,Wallet,2585.93
536,592,2023-04-13 19:00:00,UPI,27573.25
537,593,2023-03-09 17:00:00,Card,7244.7
